,loss,accuracy,val_loss,val_accuracy
0,0.35668298602104187,0.9014232754707336,0.30305159091949463,0.9132246971130371
1,0.3134128153324127,0.910139799118042,0.30077728629112244,0.9134141802787781
2,0.30641594529151917,0.9104766845703125,0.2996157109737396,0.9130352139472961
3,0.3024757504463196,0.9103503227233887,0.2997489273548126,0.9134141802787781
4,0.30171820521354675,0.9106661677360535,0.29943209886550903,0.9132246971130371
5,0.3012527525424957,0.9104556441307068,0.29973894357681274,0.9130352139472961
6,0.2988560199737549,0.9104977250099182,0.3010862171649933,0.9134141802787781
7,0.2987634837627411,0.9103714227676392,0.3004094064235687,0.9134141802787781
8,0.2982372045516968,0.9103714227676392,0.29990214109420776,0.9134141802787781
9,0.29581141471862793,0.910266101360321,0.2999189496040344,0.9134141802787781
10,0.2957109808921814,0.9104135036468506,0.3024061918258667,0.9134141802787781
11,0.29548466205596924,0.9104345440864563,0.3049027919769287,0.9132246971130371
12,0.2951008975505829,0.9104556441307068,0.3051837086677551,0.9134141802787781
13,0.293025940656662,0.9103714227676392,0.30599159002304077,0.9134141802787781
14,0.29264917969703674,0.9106451272964478,0.3053207993507385,0.9132246971130371
15,0.29249757528305054,0.910266101360321,0.30475375056266785,0.9132246971130371
16,0.2911370098590851,0.9106029868125916,0.3054284155368805,0.9130352139472961
17,0.2907247245311737,0.9105398058891296,0.30896565318107605,0.9134141802787781
18,0.28935712575912476,0.9106029868125916,0.3126732110977173,0.9134141802787781
19,0.2907903790473938,0.9103714227676392,0.31351128220558167,0.9134141802787781
20,0.2888113856315613,0.9104135036468506,0.3112376928329468,0.9132246971130371
21,0.28754568099975586,0.9106029868125916,0.31353113055229187,0.9128457903862
22,0.28682708740234375,0.9104345440864563,0.3174873888492584,0.9132246971130371
23,0.2855665981769562,0.9105398058891296,0.31735652685165405,0.9132246971130371
24,0.28712669014930725,0.9105398058891296,0.3177838921546936,0.9132246971130371
25,0.2856014668941498,0.9103503227233887,0.32051941752433777,0.9134141802787781
26,0.2859540581703186,0.9104345440864563,0.32112735509872437,0.9132246971130371
27,0.2840295433998108,0.9106240272521973,0.31791451573371887,0.9132246971130371
28,0.28368496894836426,0.9110451340675354,0.32244524359703064,0.9132246971130371
29,0.28134533762931824,0.9113609790802002,0.3205992579460144,0.9130352139472961
30,0.28275057673454285,0.9104977250099182,0.32386693358421326,0.9132246971130371
31,0.2819684147834778,0.9109398722648621,0.32729092240333557,0.9132246971130371
32,0.28116315603256226,0.9109398722648621,0.33128008246421814,0.9132246971130371
33,0.2821078300476074,0.9110661745071411,0.33884578943252563,0.9132246971130371
34,0.2802668511867523,0.9112556576728821,0.33215442299842834,0.9132246971130371
35,0.2807582914829254,0.9110872745513916,0.33194780349731445,0.9132246971130371
36,0.2799757421016693,0.9108556509017944,0.34333643317222595,0.9132246971130371
37,0.2776196300983429,0.9113820195198059,0.32777079939842224,0.912466824054718
38,0.2794815003871918,0.9115504622459412,0.3625565767288208,0.9134141802787781
39,0.27666372060775757,0.9112977981567383,0.34719744324684143,0.9132246971130371
40,0.2771427631378174,0.9112977981567383,0.3532058894634247,0.9132246971130371
41,0.2769045829772949,0.9114030599594116,0.33623138070106506,0.9128457903862
42,0.2781752943992615,0.9111714959144592,0.3569919764995575,0.9132246971130371
43,0.2766900658607483,0.9114662408828735,0.34852999448776245,0.9130352139472961
44,0.2778985798358917,0.9112556576728821,0.36047595739364624,0.9134141802787781
45,0.27578800916671753,0.9110240936279297,0.3542739748954773,0.9130352139472961
46,0.2757398784160614,0.9111503958702087,0.36540162563323975,0.9132246971130371
47,0.2744936943054199,0.9115925431251526,0.3555150628089905,0.9132246971130371
48,0.27474862337112427,0.9113398790359497,0.3764329254627228,0.9132246971130371
49,0.27472183108329773,0.9111503958702087,0.37318894267082214,0.9134141802787781
